                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.4921,                 2.2374,                 1.9909,                0.49129,                0.73333,                0.71272,                0.30928,                 1.9215,                 23.163,                 2.2954,             0.00013336,             0.00013336,             0.00013336
